State,Country,Date,Day_Elapsed,Confirmed,Deaths,Recovered,latitude,longitude,nat_cod,gdp,life_exp,continent
Heilongjiang,Mainland China,2020-01-30,7,59,2,,45.75,126.65,CN,9771,76,Asia
Hainan,Mainland China,2020-01-30,7,50,1,1,20.045833,110.341667,CN,9771,76,Asia
Liaoning,Mainland China,2020-01-30,7,45,,1,41.792222,123.432778,CN,9771,76,Asia
Shanxi,Mainland China,2020-01-30,7,39,,1,37.869444,112.560278,CN,9771,76,Asia
Tianjin,Mainland China,2020-01-30,7,32,,,39.142222,117.176667,CN,9771,76,Asia
Gansu,Mainland China,2020-01-30,7,29,,,36.057006,103.839868,CN,9771,76,Asia
Ningxia,Mainland China,2020-01-30,7,21,,1,38.468056,106.273056,CN,9771,76,Asia
Inner Mongolia,Mainland China,2020-01-30,7,20,,,40.652222,109.822222,CN,9771,76,Asia
Xinjiang,Mainland China,2020-01-30,7,17,,,43.807347,87.630506,CN,9771,76,Asia
Guizhou,Mainland China,2020-01-30,7,15,,1,26.583333,106.716667,CN,9771,76,Asia
Jilin,Mainland China,2020-01-30,7,14,,1,43.88,125.322778,CN,9771,76,Asia
Thailand,Thailand,2020-01-30,7,14,,5,15.870032,100.992541,TH,7274,77,Asia
Hong Kong,Hong Kong,2020-01-30,7,12,,,22.396428,114.109497,HK,48676,85,Asia
Japan,Japan,2020-01-30,7,11,,1,36.204824,138.252924,JP,39290,84,Asia
Singapore,Singapore,2020-01-30,7,10,,,1.352083,103.819836,SG,64582,83,Asia
Taiwan,Taiwan,2020-01-30,7,9,,,23.69781,120.960515,TW,25008,80,Asia
Qinghai,Mainland China,2020-01-30,7,8,,,36.625541,101.75739,CN,9771,76,Asia
Malaysia,Malaysia,2020-01-30,7,8,,,4.210484,101.975766,MY,11373,76,Asia
Macau,Macau,2020-01-30,7,7,,,22.198745,113.543873,MO,87209,84,Asia
South Korea,South Korea,2020-01-30,7,6,,,35.907757,127.766922,KR,31363,83,Asia
France,France,2020-01-30,7,5,,,46.227638,2.213749,FR,41464,83,Europe
New South Wales,Australia,2020-01-30,7,4,,2,-31.840233,145.612793,AU,57374,82,Oceania
Bavaria,Germany,2020-01-30,7,4,,,51.165691,10.451526,DE,47603,81,Europe
United Arab Emirates,United Arab Emirates,2020-01-30,7,4,,,23.424076,53.847818,AE,43005,78,Asia
Queensland,Australia,2020-01-30,7,3,,,-20.9176,142.7028,AU,57374,82,Oceania
Victoria,Australia,2020-01-30,7,2,,,-37.840935,144.946457,AU,57374,82,Oceania
Ontario,Canada,2020-01-30,7,2,,,56.130366,-106.346771,CA,46233,82,North America
Italy,Italy,2020-01-30,7,2,,,41.87194,12.56738,IT,34483,83,Europe
Illinois,US,2020-01-30,7,2,,,37.09024,-95.712891,US,62795,79,North America
California,US,2020-01-30,7,2,,,37.09024,-95.712891,US,62795,79,North America
Vietnam,Vietnam,2020-01-30,7,2,,,14.058324,108.277199,VN,2567,75,Asia
Cambodia,Cambodia,2020-01-30,7,1,,,12.565679,104.990963,KH,1510,69,Asia
British Columbia,Canada,2020-01-30,7,1,,,56.130366,-106.346771,CA,46233,82,North America
Finland,Finland,2020-01-30,7,1,,,61.92411,25.748151,FI,50152,81,Europe
India,India,2020-01-30,7,1,,,20.593684,78.96288,IN,2010,69,Asia
Tibet,Mainland China,2020-01-30,7,1,,,29.65,91.1,CN,9771,76,Asia
Nepal,Nepal,2020-01-30,7,1,,,28.394857,84.124008,NP,1034,70,Asia
Philippines,Philippines,2020-01-30,7,1,,,12.879721,121.774017,PH,3103,71,Asia
Sri Lanka,Sri Lanka,2020-01-30,7,1,,,7.873054,80.771797,LK,4102,77,Asia
Washington,US,2020-01-30,7,1,,,37.09024,-95.712891,US,62795,79,North America
Arizona,US,2020-01-30,7,1,,,37.09024,-95.712891,US,62795,79,North America
Hubei,Mainland China,2020-01-31,8,7153,249,169,30.583333,114.266667,CN,9771,76,Asia
Zhejiang,Mainland China,2020-01-31,8,537,,14,30.29365,120.161419,CN,9771,76,Asia
Guangdong,Mainland China,2020-01-31,8,436,,10,23.116667,113.25,CN,9771,76,Asia
Henan,Mainland China,2020-01-31,8,352,2,3,34.683611,113.5325,CN,9771,76,Asia
Hunan,Mainland China,2020-01-31,8,332,,3,28.2,112.966667,CN,9771,76,Asia
Jiangxi,Mainland China,2020-01-31,8,240,,7,28.655758,115.905049,CN,9771,76,Asia
Chongqing,Mainland China,2020-01-31,8,238,1,1,29.562778,106.552778,CN,9771,76,Asia
Anhui,Mainland China,2020-01-31,8,237,,3,31.863889,117.280833,CN,9771,76,Asia
Shandong,Mainland China,2020-01-31,8,184,,2,36.790556,118.063333,CN,9771,76,Asia
Sichuan,Mainland China,2020-01-31,8,177,1,1,30.666667,104.066667,CN,9771,76,Asia
Jiangsu,Mainland China,2020-01-31,8,168,,5,32.061667,118.777778,CN,9771,76,Asia
Shanghai,Mainland China,2020-01-31,8,153,1,9,31.222222,121.458056,CN,9771,76,Asia
Beijing,Mainland China,2020-01-31,8,139,1,5,39.928819,116.388869,CN,9771,76,Asia
Fujian,Mainland China,2020-01-31,8,120,,,24.513333,117.655556,CN,9771,76,Asia
Hebei,Mainland China,2020-01-31,8,96,1,,38.041389,114.478611,CN,9771,76,Asia
Guangxi,Mainland China,2020-01-31,8,88,,2,23.0027,109.84,CN,9771,76,Asia
Shaanxi,Mainland China,2020-01-31,8,87,,,34.258479,108.924205,CN,9771,76,Asia
Yunnan,Mainland China,2020-01-31,8,83,,1,25.038889,102.718333,CN,9771,76,Asia
Liaoning,Mainland China,2020-01-31,8,60,,1,41.792222,123.432778,CN,9771,76,Asia
Heilongjiang,Mainland China,2020-01-31,8,59,2,,45.75,126.65,CN,9771,76,Asia
Hainan,Mainland China,2020-01-31,8,58,1,1,20.045833,110.341667,CN,9771,76,Asia
Shanxi,Mainland China,2020-01-31,8,47,,1,37.869444,112.560278,CN,9771,76,Asia
Gansu,Mainland China,2020-01-31,8,35,,,36.057006,103.839868,CN,9771,76,Asia
Tianjin,Mainland China,2020-01-31,8,32,,,39.142222,117.176667,CN,9771,76,Asia
Guizhou,Mainland China,2020-01-31,8,29,,2,26.583333,106.716667,CN,9771,76,Asia
Ningxia,Mainland China,2020-01-31,8,21,,1,38.468056,106.273056,CN,9771,76,Asia
Inner Mongolia,Mainland China,2020-01-31,8,20,,,40.652222,109.822222,CN,9771,76,Asia
Thailand,Thailand,2020-01-31,8,19,,7,15.870032,100.992541,TH,7274,77,Asia
Japan,Japan,2020-01-31,8,17,,1,36.204824,138.252924,JP,39290,84,Asia
Xinjiang,Mainland China,2020-01-31,8,17,,,43.807347,87.630506,CN,9771,76,Asia
Singapore,Singapore,2020-01-31,8,16,,,1.352083,103.819836,SG,64582,83,Asia
Jilin,Mainland China,2020-01-31,8,14,,1,43.88,125.322778,CN,9771,76,Asia
Hong Kong,Hong Kong,2020-01-31,8,13,,,22.396428,114.109497,HK,48676,85,Asia
South Korea,South Korea,2020-01-31,8,11,,,35.907757,127.766922,KR,31363,83,Asia
Taiwan,Taiwan,2020-01-31,8,10,,,23.69781,120.960515,TW,25008,80,Asia
Qinghai,Mainland China,2020-01-31,8,8,,,36.625541,101.75739,CN,9771,76,Asia
Malaysia,Malaysia,2020-01-31,8,8,,,4.210484,101.975766,MY,11373,76,Asia
Bavaria,Germany,2020-01-31,8,7,,,51.165691,10.451526,DE,47603,81,Europe
Macau,Macau,2020-01-31,8,7,,,22.198745,113.543873,MO,87209,84,Asia
France,France,2020-01-31,8,6,,,46.227638,2.213749,FR,41464,83,Europe
New South Wales,Australia,2020-01-31,8,4,,2,-31.840233,145.612793,AU,57374,82,Oceania
United Arab Emirates,United Arab Emirates,2020-01-31,8,4,,,23.424076,53.847818,AE,43005,78,Asia
Queensland,Australia,2020-01-31,8,3,,,-20.9176,142.7028,AU,57374,82,Oceania
California,US,2020-01-31,8,3,,,37.09024,-95.712891,US,62795,79,North America
Victoria,Australia,2020-01-31,8,2,,,-37.840935,144.946457,AU,57374,82,Oceania
Ontario,Canada,2020-01-31,8,2,,,56.130366,-106.346771,CA,46233,82,North America
Italy,Italy,2020-01-31,8,2,,,41.87194,12.56738,IT,34483,83,Europe
Russia,Russia,2020-01-31,8,2,,,61.52401,105.318756,RU,11289,72,Europe
UK,UK,2020-01-31,8,2,,,55.378051,-3.435973,GB,42944,81,Europe
Illinois,US,2020-01-31,8,2,,,37.09024,-95.712891,US,62795,79,North America
Vietnam,Vietnam,2020-01-31,8,2,,,14.058324,108.277199,VN,2567,75,Asia
Cambodia,Cambodia,2020-01-31,8,1,,,12.565679,104.990963,KH,1510,69,Asia
British Columbia,Canada,2020-01-31,8,1,,,56.130366,-106.346771,CA,46233,82,North America
Finland,Finland,2020-01-31,8,1,,,61.92411,25.748151,FI,50152,81,Europe
India,India,2020-01-31,8,1,,,20.593684,78.96288,IN,2010,69,Asia
Tibet,Mainland China,2020-01-31,8,1,,,29.65,91.1,CN,9771,76,Asia
Nepal,Nepal,2020-01-31,8,1,,,28.394857,84.124008,NP,1034,70,Asia
Philippines,Philippines,2020-01-31,8,1,,,12.879721,121.774017,PH,3103,71,Asia
Spain,Spain,2020-01-31,8,1,,,40.463667,-3.74922,ES,30371,83,Europe
Sri Lanka,Sri Lanka,2020-01-31,8,1,,,7.873054,80.771797,LK,4102,77,Asia
Sweden,Sweden,2020-01-31,8,1,,,60.128161,18.643501,SE,54608,82,Europe
Washington,US,2020-01-31,8,1,,,37.09024,-95.712891,US,62795,79,North America
Arizona,US,2020-01-31,8,1,,,37.09024,-95.712891,US,62795,79,North America
Hubei,Mainland China,2020-02-01,9,9074,294,215,30.583333,114.266667,CN,9771,76,Asia
Zhejiang,Mainland China,2020-02-01,9,661,0,23,30.29365,120.161419,CN,9771,76,Asia
Guangdong,Mainland China,2020-02-01,9,604,0,14,23.116667,113.25,CN,9771,76,Asia
Henan,Mainland China,2020-02-01,9,493,2,4,34.683611,113.5325,CN,9771,76,Asia
Hunan,Mainland China,2020-02-01,9,463,0,8,28.2,112.966667,CN,9771,76,Asia
Anhui,Mainland China,2020-02-01,9,340,0,5,31.863889,117.280833,CN,9771,76,Asia
Jiangxi,Mainland China,2020-02-01,9,333,0,10,28.655758,115.905049,CN,9771,76,Asia
Chongqing,Mainland China,2020-02-01,9,262,1,3,29.562778,106.552778,CN,9771,76,Asia
Jiangsu,Mainland China,2020-02-01,9,236,0,6,32.061667,118.777778,CN,9771,76,Asia
Sichuan,Mainland China,2020-02-01,9,231,1,3,30.666667,104.066667,CN,9771,76,Asia
Shandong,Mainland China,2020-02-01,9,225,0,5,36.790556,118.063333,CN,9771,76,Asia
Beijing,Mainland China,2020-02-01,9,183,1,9,39.928819,116.388869,CN,9771,76,Asia
Shanghai,Mainland China,2020-02-01,9,177,1,10,31.222222,121.458056,CN,9771,76,Asia
Fujian,Mainland China,2020-02-01,9,159,0,0,24.513333,117.655556,CN,9771,76,Asia
Shaanxi,Mainland China,2020-02-01,9,116,0,0,34.258479,108.924205,CN,9771,76,Asia
Guangxi,Mainland China,2020-02-01,9,111,0,2,23.0027,109.84,CN,9771,76,Asia
Hebei,Mainland China,2020-02-01,9,104,1,3,38.041389,114.478611,CN,9771,76,Asia
Heilongjiang,Mainland China,2020-02-01,9,95,2,2,45.75,126.65,CN,9771,76,Asia
Yunnan,Mainland China,2020-02-01,9,93,0,2,25.038889,102.718333,CN,9771,76,Asia
Liaoning,Mainland China,2020-02-01,9,64,0,1,41.792222,123.432778,CN,9771,76,Asia
Hainan,Mainland China,2020-02-01,9,63,1,1,20.045833,110.341667,CN,9771,76,Asia
Shanxi,Mainland China,2020-02-01,9,56,0,1,37.869444,112.560278,CN,9771,76,Asia
Tianjin,Mainland China,2020-02-01,9,45,0,0,39.142222,117.176667,CN,9771,76,Asia
Gansu,Mainland China,2020-02-01,9,40,0,0,36.057006,103.839868,CN,9771,76,Asia
Guizhou,Mainland China,2020-02-01,9,38,0,2,26.583333,106.716667,CN,9771,76,Asia
Ningxia,Mainland China,2020-02-01,9,28,0,0,38.468056,106.273056,CN,9771,76,Asia
Inner Mongolia,Mainland China,2020-02-01,9,27,0,1,40.652222,109.822222,CN,9771,76,Asia
Jilin,Mainland China,2020-02-01,9,23,0,1,43.88,125.322778,CN,9771,76,Asia
Xinjiang,Mainland China,2020-02-01,9,21,0,0,43.807347,87.630506,CN,9771,76,Asia
Japan,Japan,2020-02-01,9,20,0,1,36.204824,138.252924,JP,39290,84,Asia
Thailand,Thailand,2020-02-01,9,19,0,5,15.870032,100.992541,TH,7274,77,Asia
Singapore,Singapore,2020-02-01,9,18,0,0,1.352083,103.819836,SG,64582,83,Asia
South Korea,South Korea,2020-02-01,9,15,0,0,35.907757,127.766922,KR,31363,83,Asia
Hong Kong,Hong Kong,2020-02-01,9,14,0,0,22.396428,114.109497,HK,48676,85,Asia
Taiwan,Taiwan,2020-02-01,9,10,0,0,23.69781,120.960515,TW,25008,80,Asia
Qinghai,Mainland China,2020-02-01,9,9,0,0,36.625541,101.75739,CN,9771,76,Asia
Germany,Germany,2020-02-01,9,8,0,0,51.165691,10.451526,DE,47603,81,Europe
Malaysia,Malaysia,2020-02-01,9,8,0,0,4.210484,101.975766,MY,11373,76,Asia
Macau,Macau,2020-02-01,9,7,0,0,22.198745,113.543873,MO,87209,84,Asia
France,France,2020-02-01,9,6,0,0,46.227638,2.213749,FR,41464,83,Europe
Vietnam,Vietnam,2020-02-01,9,6,0,1,14.058324,108.277199,VN,2567,75,Asia
New South Wales,Australia,2020-02-01,9,4,0,2,-31.840233,145.612793,AU,57374,82,Oceania
Victoria,Australia,2020-02-01,9,4,0,0,-37.840935,144.946457,AU,57374,82,Oceania
United Arab Emirates,United Arab Emirates,2020-02-01,9,4,0,0,23.424076,53.847818,AE,43005,78,Asia
Queensland,Australia,2020-02-01,9,3,0,0,-20.9176,142.7028,AU,57374,82,Oceania
Ontario,Canada,2020-02-01,9,3,0,0,56.130366,-106.346771,CA,46233,82,North America
Italy,Italy,2020-02-01,9,2,0,0,41.87194,12.56738,IT,34483,83,Europe
Russia,Russia,2020-02-01,9,2,0,0,61.52401,105.318756,RU,11289,72,Europe
UK,UK,2020-02-01,9,2,0,0,55.378051,-3.435973,GB,42944,81,Europe
Chicago,US,2020-02-01,9,2,0,0,41.8781,87.6298,US,62795,79,North America
Philippines,Philippines,2020-02-01,9,2,1,0,12.879721,121.774017,PH,3103,71,Asia
South Australia,Australia,2020-02-01,9,1,0,0,-30.000233,136.209152,AU,57374,82,Oceania
Cambodia,Cambodia,2020-02-01,9,1,0,0,12.565679,104.990963,KH,1510,69,Asia
British Columbia,Canada,2020-02-01,9,1,0,0,56.130366,-106.346771,CA,46233,82,North America
Finland,Finland,2020-02-01,9,1,0,0,61.92411,25.748151,FI,50152,81,Europe
India,India,2020-02-01,9,1,0,0,20.593684,78.96288,IN,2010,69,Asia
Tibet,Mainland China,2020-02-01,9,1,0,0,29.65,91.1,CN,9771,76,Asia
Nepal,Nepal,2020-02-01,9,1,0,0,28.394857,84.124008,NP,1034,70,Asia
Spain,Spain,2020-02-01,9,1,0,0,40.463667,-3.74922,ES,30371,83,Europe
Sri Lanka,Sri Lanka,2020-02-01,9,1,0,0,7.873054,80.771797,LK,4102,77,Asia
Sweden,Sweden,2020-02-01,9,1,0,0,60.128161,18.643501,SE,54608,82,Europe
"Boston, MA",US,2020-02-01,9,1,0,0,42.361145,-71.057083,US,62795,79,North America
"Los Angeles, CA",US,2020-02-01,9,1,0,0,34.052235,-118.243683,US,62795,79,North America
"Orange, CA",US,2020-02-01,9,1,0,0,33.787914,-117.853104,US,62795,79,North America
"Santa Clara, CA",US,2020-02-01,9,1,0,0,37.354107,-121.955238,US,62795,79,North America
"Seattle, WA",US,2020-02-01,9,1,0,0,47.608013,-122.335167,US,62795,79,North America
"Tempe, AZ",US,2020-02-01,9,1,0,0,33.427204,-111.939896,US,62795,79,North America
Hubei,Mainland China,2020-02-02,10,11177,350,295,30.583333,114.266667,CN,9771,76,Asia
Zhejiang,Mainland China,2020-02-02,10,724,0,36,30.29365,120.161419,CN,9771,76,Asia
Guangdong,Mainland China,2020-02-02,10,683,0,15,23.116667,113.25,CN,9771,76,Asia
Henan,Mainland China,2020-02-02,10,566,2,14,34.683611,113.5325,CN,9771,76,Asia
Hunan,Mainland China,2020-02-02,10,521,0,16,28.2,112.966667,CN,9771,76,Asia
Anhui,Mainland China,2020-02-02,10,408,0,7,31.863889,117.280833,CN,9771,76,Asia
Jiangxi,Mainland China,2020-02-02,10,391,0,18,28.655758,115.905049,CN,9771,76,Asia
Chongqing,Mainland China,2020-02-02,10,300,2,7,29.562778,106.552778,CN,9771,76,Asia
Jiangsu,Mainland China,2020-02-02,10,271,0,7,32.061667,118.777778,CN,9771,76,Asia
Sichuan,Mainland China,2020-02-02,10,254,1,12,30.666667,104.066667,CN,9771,76,Asia
Shandong,Mainland China,2020-02-02,10,246,0,6,36.790556,118.063333,CN,9771,76,Asia
Shanghai,Mainland China,2020-02-02,10,193,1,10,31.222222,121.458056,CN,9771,76,Asia
Beijing,Mainland China,2020-02-02,10,191,1,9,39.928819,116.388869,CN,9771,76,Asia
Fujian,Mainland China,2020-02-02,10,159,0,0,24.513333,117.655556,CN,9771,76,Asia
Guangxi,Mainland China,2020-02-02,10,127,0,2,23.0027,109.84,CN,9771,76,Asia
Shaanxi,Mainland China,2020-02-02,10,116,0,0,34.258479,108.924205,CN,9771,76,Asia
Hebei,Mainland China,2020-02-02,10,113,1,3,38.041389,114.478611,CN,9771,76,Asia
Yunnan,Mainland China,2020-02-02,10,105,0,3,25.038889,102.718333,CN,9771,76,Asia
Heilongjiang,Mainland China,2020-02-02,10,95,2,2,45.75,126.65,CN,9771,76,Asia
Hainan,Mainland China,2020-02-02,10,71,1,4,20.045833,110.341667,CN,9771,76,Asia
Liaoning,Mainland China,2020-02-02,10,70,0,1,41.792222,123.432778,CN,9771,76,Asia
Shanxi,Mainland China,2020-02-02,10,66,0,3,37.869444,112.560278,CN,9771,76,Asia
Gansu,Mainland China,2020-02-02,10,51,0,3,36.057006,103.839868,CN,9771,76,Asia
Tianjin,Mainland China,2020-02-02,10,48,0,1,39.142222,117.176667,CN,9771,76,Asia
Guizhou,Mainland China,2020-02-02,10,46,0,2,26.583333,106.716667,CN,9771,76,Asia
Jilin,Mainland China,2020-02-02,10,31,0,1,43.88,125.322778,CN,9771,76,Asia
Ningxia,Mainland China,2020-02-02,10,28,0,0,38.468056,106.273056,CN,9771,76,Asia
Inner Mongolia,Mainland China,2020-02-02,10,27,0,1,40.652222,109.822222,CN,9771,76,Asia
Xinjiang,Mainland China,2020-02-02,10,24,0,0,43.807347,87.630506,CN,9771,76,Asia
Japan,Japan,2020-02-02,10,20,0,1,36.204824,138.252924,JP,39290,84,Asia
Thailand,Thailand,2020-02-02,10,19,0,5,15.870032,100.992541,TH,7274,77,Asia
Singapore,Singapore,2020-02-02,10,18,0,0,1.352083,103.819836,SG,64582,83,Asia
Hong Kong,Hong Kong,2020-02-02,10,15,0,0,22.396428,114.109497,HK,48676,85,Asia
South Korea,South Korea,2020-02-02,10,15,0,0,35.907757,127.766922,KR,31363,83,Asia
Qinghai,Mainland China,2020-02-02,10,11,0,0,36.625541,101.75739,CN,9771,76,Asia
Germany,Germany,2020-02-02,10,10,0,0,51.165691,10.451526,DE,47603,81,Europe
Taiwan,Taiwan,2020-02-02,10,10,0,0,23.69781,120.960515,TW,25008,80,Asia
Macau,Macau,2020-02-02,10,8,0,0,22.198745,113.543873,MO,87209,84,Asia
Malaysia,Malaysia,2020-02-02,10,8,0,0,4.210484,101.975766,MY,11373,76,Asia
France,France,2020-02-02,10,6,0,0,46.227638,2.213749,FR,41464,83,Europe
Vietnam,Vietnam,2020-02-02,10,6,0,1,14.058324,108.277199,VN,2567,75,Asia
United Arab Emirates,United Arab Emirates,2020-02-02,10,5,0,0,23.424076,53.847818,AE,43005,78,Asia
New South Wales,Australia,2020-02-02,10,4,0,2,-31.840233,145.612793,AU,57374,82,Oceania
Victoria,Australia,2020-02-02,10,4,0,0,-37.840935,144.946457,AU,57374,82,Oceania
Ontario,Canada,2020-02-02,10,3,0,0,56.130366,-106.346771,CA,46233,82,North America
Queensland,Australia,2020-02-02,10,2,0,0,-20.9176,142.7028,AU,57374,82,Oceania
South Australia,Australia,2020-02-02,10,2,0,0,-30.000233,136.209152,AU,57374,82,Oceania
India,India,2020-02-02,10,2,0,0,20.593684,78.96288,IN,2010,69,Asia
Italy,Italy,2020-02-02,10,2,0,0,41.87194,12.56738,IT,34483,83,Europe
Philippines,Philippines,2020-02-02,10,2,1,0,12.879721,121.774017,PH,3103,71,Asia
Russia,Russia,2020-02-02,10,2,0,0,61.52401,105.318756,RU,11289,72,Europe
UK,UK,2020-02-02,10,2,0,0,55.378051,-3.435973,GB,42944,81,Europe
"Chicago, IL",US,2020-02-02,10,2,0,0,41.8781,87.6298,US,62795,79,North America
"Santa Clara, CA",US,2020-02-02,10,2,0,0,37.354107,-121.955238,US,62795,79,North America
Cambodia,Cambodia,2020-02-02,10,1,0,0,12.565679,104.990963,KH,1510,69,Asia
British Columbia,Canada,2020-02-02,10,1,0,0,56.130366,-106.346771,CA,46233,82,North America
Finland,Finland,2020-02-02,10,1,0,0,61.92411,25.748151,FI,50152,81,Europe
Tibet,Mainland China,2020-02-02,10,1,0,0,29.65,91.1,CN,9771,76,Asia
Nepal,Nepal,2020-02-02,10,1,0,0,28.394857,84.124008,NP,1034,70,Asia
Spain,Spain,2020-02-02,10,1,0,0,40.463667,-3.74922,ES,30371,83,Europe
Sri Lanka,Sri Lanka,2020-02-02,10,1,0,0,7.873054,80.771797,LK,4102,77,Asia
Sweden,Sweden,2020-02-02,10,1,0,0,60.128161,18.643501,SE,54608,82,Europe
"Boston, MA",US,2020-02-02,10,1,0,0,42.361145,-71.057083,US,62795,79,North America
"Los Angeles, CA",US,2020-02-02,10,1,0,0,34.052235,-118.243683,US,62795,79,North America
"Orange, CA",US,2020-02-02,10,1,0,0,33.787914,-117.853104,US,62795,79,North America
"Seattle, WA",US,2020-02-02,10,1,0,0,47.608013,-122.335167,US,62795,79,North America
"Tempe, AZ",US,2020-02-02,10,1,0,0,33.427204,-111.939896,US,62795,79,North America
Hubei,Mainland China,2020-02-03,11,13522,414,396,30.583333,114.266667,CN,9771,76,Asia
Zhejiang,Mainland China,2020-02-03,11,829,0,48,30.29365,120.161419,CN,9771,76,Asia
Guangdong,Mainland China,2020-02-03,11,797,0,21,23.116667,113.25,CN,9771,76,Asia
Henan,Mainland China,2020-02-03,11,675,2,20,34.683611,113.5325,CN,9771,76,Asia
Hunan,Mainland China,2020-02-03,11,593,0,22,28.2,112.966667,CN,9771,76,Asia
Anhui,Mainland China,2020-02-03,11,480,0,14,31.863889,117.280833,CN,9771,76,Asia
Jiangxi,Mainland China,2020-02-03,11,476,0,19,28.655758,115.905049,CN,9771,76,Asia
Chongqing,Mainland China,2020-02-03,11,337,2,9,29.562778,106.552778,CN,9771,76,Asia
Jiangsu,Mainland China,2020-02-03,11,308,0,8,32.061667,118.777778,CN,9771,76,Asia
Sichuan,Mainland China,2020-02-03,11,282,1,14,30.666667,104.066667,CN,9771,76,Asia
Shandong,Mainland China,2020-02-03,11,270,0,7,36.790556,118.063333,CN,9771,76,Asia
Beijing,Mainland China,2020-02-03,11,212,1,12,39.928819,116.388869,CN,9771,76,Asia
Shanghai,Mainland China,2020-02-03,11,208,1,10,31.222222,121.458056,CN,9771,76,Asia
Fujian,Mainland China,2020-02-03,11,179,0,1,24.513333,117.655556,CN,9771,76,Asia
Heilongjiang,Mainland China,2020-02-03,11,155,2,2,45.75,126.65,CN,9771,76,Asia
Shaanxi,Mainland China,2020-02-03,11,142,0,1,34.258479,108.924205,CN,9771,76,Asia
Guangxi,Mainland China,2020-02-03,11,139,0,7,23.0027,109.84,CN,9771,76,Asia
Hebei,Mainland China,2020-02-03,11,126,1,3,38.041389,114.478611,CN,9771,76,Asia
Yunnan,Mainland China,2020-02-03,11,117,0,5,25.038889,102.718333,CN,9771,76,Asia
Hainan,Mainland China,2020-02-03,11,79,1,4,20.045833,110.341667,CN,9771,76,Asia
Liaoning,Mainland China,2020-02-03,11,74,0,1,41.792222,123.432778,CN,9771,76,Asia
Shanxi,Mainland China,2020-02-03,11,74,0,2,37.869444,112.560278,CN,9771,76,Asia
Tianjin,Mainland China,2020-02-03,11,60,0,1,39.142222,117.176667,CN,9771,76,Asia
Guizhou,Mainland China,2020-02-03,11,56,0,2,26.583333,106.716667,CN,9771,76,Asia
Gansu,Mainland China,2020-02-03,11,55,0,3,36.057006,103.839868,CN,9771,76,Asia
Jilin,Mainland China,2020-02-03,11,42,0,1,43.88,125.322778,CN,9771,76,Asia
Inner Mongolia,Mainland China,2020-02-03,11,34,0,1,40.652222,109.822222,CN,9771,76,Asia
Ningxia,Mainland China,2020-02-03,11,34,0,1,38.468056,106.273056,CN,9771,76,Asia
Xinjiang,Mainland China,2020-02-03,11,29,0,0,43.807347,87.630506,CN,9771,76,Asia
Japan,Japan,2020-02-03,11,20,0,1,36.204824,138.252924,JP,39290,84,Asia
Thailand,Thailand,2020-02-03,11,19,0,5,15.870032,100.992541,TH,7274,77,Asia
Singapore,Singapore,2020-02-03,11,18,0,0,1.352083,103.819836,SG,64582,83,Asia
Hong Kong,Hong Kong,2020-02-03,11,15,0,0,22.396428,114.109497,HK,48676,85,Asia
Qinghai,Mainland China,2020-02-03,11,15,0,0,36.625541,101.75739,CN,9771,76,Asia
South Korea,South Korea,2020-02-03,11,15,0,0,35.907757,127.766922,KR,31363,83,Asia
Germany,Germany,2020-02-03,11,12,0,0,51.165691,10.451526,DE,47603,81,Europe
Taiwan,Taiwan,2020-02-03,11,10,0,0,23.69781,120.960515,TW,25008,80,Asia
Macau,Macau,2020-02-03,11,8,0,0,22.198745,113.543873,MO,87209,84,Asia
Malaysia,Malaysia,2020-02-03,11,8,0,0,4.210484,101.975766,MY,11373,76,Asia
Vietnam,Vietnam,2020-02-03,11,8,0,1,14.058324,108.277199,VN,2567,75,Asia
France,France,2020-02-03,11,6,0,0,46.227638,2.213749,FR,41464,83,Europe
United Arab Emirates,United Arab Emirates,2020-02-03,11,5,0,0,23.424076,53.847818,AE,43005,78,Asia
New South Wales,Australia,2020-02-03,11,4,0,2,-31.840233,145.612793,AU,57374,82,Oceania
Victoria,Australia,2020-02-03,11,4,0,0,-37.840935,144.946457,AU,57374,82,Oceania
India,India,2020-02-03,11,3,0,0,20.593684,78.96288,IN,2010,69,Asia
Queensland,Australia,2020-02-03,11,2,0,0,-20.9176,142.7028,AU,57374,82,Oceania
South Australia,Australia,2020-02-03,11,2,0,0,-30.000233,136.209152,AU,57374,82,Oceania
"Toronto, ON",Canada,2020-02-03,11,2,0,0,43.6532,79.3832,CA,46233,82,North America
Italy,Italy,2020-02-03,11,2,0,0,41.87194,12.56738,IT,34483,83,Europe
Philippines,Philippines,2020-02-03,11,2,1,0,12.879721,121.774017,PH,3103,71,Asia
Russia,Russia,2020-02-03,11,2,0,0,61.52401,105.318756,RU,11289,72,Europe
UK,UK,2020-02-03,11,2,0,0,55.378051,-3.435973,GB,42944,81,Europe
"Chicago, IL",US,2020-02-03,11,2,0,0,41.8781,87.6298,US,62795,79,North America
"San Benito, CA",US,2020-02-03,11,2,0,0,26.1326,97.6311,US,62795,79,North America
"Santa Clara, CA",US,2020-02-03,11,2,0,0,37.354107,-121.955238,US,62795,79,North America
Cambodia,Cambodia,2020-02-03,11,1,0,0,12.565679,104.990963,KH,1510,69,Asia
British Columbia,Canada,2020-02-03,11,1,0,0,56.130366,-106.346771,CA,46233,82,North America
